Hari ke-,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7,PM2.5_8,PM2.5_9,PM2.5_10,PM2.5_11,PM2.5_12,PM10_1,PM10_2,PM10_3,PM10_4,PM10_5,PM10_6,PM10_7,PM10_8,PM10_9,PM10_10,PM10_11,PM10_12,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CO_7,CO_8,CO_9,CO_10,CO_11,CO_12,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO2_8,NO2_9,NO2_10,NO2_11,NO2_12,SO2_1,SO2_2,SO2_3,SO2_4,SO2_5,SO2_6,SO2_7,SO2_8,SO2_9,SO2_10,SO2_11,SO2_12,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,O3_7,O3_8,O3_9,O3_10,O3_11,O3_12,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6,Pb_7,Pb_8,Pb_9,Pb_10,Pb_11,Pb_12
32,84.91,50.20,70.78,87.57,79.38,53.40,25.54,90.78,50.59,42.99,19.87,82.72,211.04,137.83,181.57,214.63,203.34,145.23,77.23,226.83,139.16,118.39,62.43,207.52,"10,110.02","7,439.33","9,181.97","10,356.00","9,896.08","7,784.22","5,006.71","10,567.76","7,596.05","6,651.24","4,418.25","9,912.18",477.81,183.35,366.30,500.73,432.14,196.20,113.10,548.90,188.26,162.05,92.32,469.71,245.86,162.38,219.63,256.44,239.88,172.04,86.81,260.48,168.08,140.17,66.83,238.63,286.13,219.34,265.47,288.68,279.59,227.86,151.33,300.90,222.34,199.53,133.12,278.20,134.58,92.32,121.13,136.86,128.30,97.00,59.83,144.89,93.78,82.49,50.33,133.29,1.28,0.93,1.17,1.34,1.27,0.98,0.64,1.39,0.94,0.84,0.56,1.28
33,87.27,53.16,76.70,71.44,80.07,63.91,31.02,87.16,56.30,33.86,15.57,73.39,213.22,145.07,196.37,183.52,202.00,167.93,85.43,214.93,150.69,97.89,52.33,189.76,"10,369.15","7,796.89","9,497.36","9,105.96","9,683.53","8,458.43","5,502.37","10,461.52","8,035.69","5,843.64","4,026.13","9,284.05",504.66,191.78,419.34,342.45,436.10,283.50,124.39,531.08,225.23,134.58,80.00,382.93,252.72,173.72,232.35,218.12,235.31,197.95,101.34,258.62,181.28,111.12,52.00,225.64,290.86,227.62,269.40,260.79,274.56,249.68,164.65,293.23,240.75,172.73,122.91,267.90,140.03,97.18,126.42,116.59,127.79,107.47,66.10,137.41,103.98,70.27,45.00,121.12,1.32,0.97,1.23,1.16,1.26,1.08,0.68,1.34,1.02,0.73,0.51,1.20
34,78.99,35.85,68.82,86.66,93.80,77.59,19.25,99.15,64.35,52.37,11.30,67.90,202.39,101.34,180.36,215.24,231.96,197.40,60.93,238.84,164.52,142.11,37.16,177.55,"9,924.94","6,081.79","9,063.53","10,392.86","10,845.28","9,634.71","4,334.91","11,274.17","8,558.54","7,785.16","2,886.29","9,065.05",442.22,141.05,352.87,498.96,581.67,420.63,93.32,614.55,278.72,191.65,57.07,327.80,236.41,118.23,215.40,252.76,266.87,231.66,64.01,277.71,198.40,170.04,38.22,211.13,275.83,177.58,260.01,287.62,301.00,277.35,131.57,308.47,246.64,227.00,88.45,257.72,130.12,73.58,116.93,140.09,145.04,129.94,51.01,150.17,111.53,96.75,31.88,113.94,1.27,0.76,1.17,1.32,1.41,1.26,0.54,1.47,1.07,0.96,0.36,1.12
35,51.58,48.54,55.07,74.91,78.07,59.24,12.12,78.04,57.93,39.51,11.10,3.50,137.98,131.64,148.78,187.19,201.54,163.16,39.97,200.77,154.05,109.27,36.09,12.00,"7,560.88","7,279.71","7,925.29","9,249.99","9,812.99","8,437.04","3,103.91","9,870.91","8,202.22","6,438.79","2,957.41",400.00,185.10,178.45,196.17,387.42,420.53,247.66,64.22,432.94,201.36,153.27,58.87,5.00,163.99,156.00,180.00,221.78,237.47,194.40,41.75,232.33,187.04,127.82,37.70,4.00,221.50,216.04,231.52,270.00,276.87,247.48,93.92,276.00,239.41,190.16,85.65,20.00,94.51,90.83,99.84,124.27,127.29,106.01,34.72,127.75,100.00,77.40,32.79,4.00,0.94,0.91,0.99,1.19,1.26,1.04,0.39,1.25,1.01,0.80,0.36,0.02
36,52.87,36.92,59.54,66.35,48.74,47.37,12.69,52.43,52.99,28.07,9.95,3.50,143.09,104.67,157.90,177.56,133.33,131.54,39.81,139.61,142.49,79.39,32.54,12.00,"7,677.75","6,134.27","8,406.51","8,824.74","7,391.37","7,211.81","3,269.60","7,665.97","7,628.44","5,243.69","2,649.74",400.00,193.73,145.46,223.43,325.13,182.42,175.86,64.17,187.17,189.06,118.53,51.25,5.00,169.91,121.47,185.95,209.32,161.60,156.36,41.71,170.46,171.09,90.90,33.96,4.00,227.52,181.74,240.03,254.85,216.54,211.82,98.15,224.77,225.76,155.15,79.42,20.00,96.02,74.02,105.08,114.35,91.23,89.81,36.22,95.00,95.97,62.62,29.36,4.00,0.97,0.76,1.05,1.15,0.93,0.90,0.40,0.95,0.97,0.66,0.32,0.02
37,85.61,47.95,77.34,97.01,61.26,74.42,36.81,112.00,69.42,58.50,20.18,74.70,216.31,128.68,194.40,237.22,164.02,191.01,101.37,267.31,180.03,152.88,61.03,191.89,"10,436.90","7,250.15","9,653.90","11,020.58","8,668.70","9,333.37","6,063.54","12,170.83","9,202.59","8,004.80","4,462.34","9,434.88",502.07,176.21,420.02,609.10,269.32,372.65,142.09,770.19,336.35,212.47,94.58,403.34,250.96,155.78,231.24,280.19,193.32,226.24,121.52,309.13,211.37,180.24,68.77,222.12,290.53,213.37,269.96,309.72,250.69,268.71,181.16,335.33,264.18,238.29,132.18,271.24,138.47,89.09,126.00,150.71,109.95,124.35,73.62,167.14,117.26,100.03,50.82,122.74,1.34,0.90,1.24,1.43,1.07,1.18,0.77,1.60,1.17,1.02,0.56,1.20
38,80.92,41.84,68.89,73.99,87.11,68.61,23.66,108.01,53.38,40.50,3.50,80.66,207.57,116.23,178.73,186.38,217.85,184.37,70.99,258.98,143.09,113.92,12.00,199.88,"9,848.80","6,615.64","8,916.93","9,433.61","10,206.24","9,201.98","4,811.97","11,780.94","7,701.76","6,546.34",400.00,"9,875.35",440.28,161.25,333.04,368.18,499.95,353.18,104.95,684.25,194.84,156.27,5.00,426.15,237.10,137.40,213.75,224.98,251.25,211.19,77.91,300.95,173.97,133.44,4.00,237.98,281.80,196.90,256.48,265.24,290.46,263.27,142.94,325.45,226.52,193.54,20.00,276.07,131.54,82.15,117.72,121.55,138.38,118.39,57.00,163.20,97.03,79.67,4.00,128.26,1.27,0.83,1.14,1.18,1.32,1.16,0.60,1.52,0.98,0.81,0.02,1.26
39,74.70,56.02,75.39,88.06,80.57,67.88,26.76,105.36,44.55,51.07,28.58,66.71,193.86,150.00,191.62,222.88,200.87,173.35,79.30,253.44,122.01,139.47,81.46,174.68,"9,418.39","8,000.00","9,353.34","10,503.09","9,834.89","8,875.95","5,226.57","11,831.65","6,838.20","7,645.44","5,304.18","8,827.82",375.60,207.15,388.21,545.10,457.70,302.25,113.43,699.51,165.15,188.57,118.89,291.78,223.52,180.78,222.37,256.83,238.10,208.39,91.02,297.96,143.49,168.09,91.43,204.19,265.75,235.00,269.94,295.03,280.89,254.38,152.53,325.95,202.51,223.10,155.41,253.85,122.45,102.13,125.66,142.23,131.70,112.48,61.73,161.56,84.19,93.80,63.05,110.68,1.19,1.00,1.21,1.36,1.26,1.14,0.65,1.52,0.87,0.94,0.66,1.10
40,104.10,40.95,74.44,74.58,69.48,76.95,19.27,79.52,47.49,39.30,13.72,68.43,247.83,113.68,186.94,192.36,177.63,198.13,62.22,201.69,131.12,108.59,44.27,172.05,"11,617.23","6,623.32","9,384.10","9,368.98","8,981.66","9,456.04","4,417.31","9,812.56","7,294.12","6,376.05","3,605.54","8,910.41",664.34,157.18,390.46,394.15,346.51,408.31,92.76,424.84,175.90,148.16,73.10,326.09,287.05,133.73,221.08,225.21,213.25,228.26,65.48,234.54,154.78,125.93,46.57,207.40,315.18,195.25,269.31,270.31,257.89,270.97,133.13,272.95,212.53,187.22,105.94,257.64,157.86,81.17,122.61,123.19,115.29,124.33,51.26,128.32,89.93,77.20,40.82,113.50,1.50,0.83,1.20,1.22,1.13,1.23,0.55,1.25,0.91,0.80,0.45,1.14
41,87.77,31.06,80.91,83.89,98.08,72.99,25.58,92.77,62.50,36.31,24.06,55.72,220.71,91.62,202.51,208.22,242.78,190.20,75.16,228.62,160.64,103.57,71.18,150.00,"10,360.35","5,566.45","9,795.52","10,057.09","11,136.10","9,350.52","5,057.55","10,749.49","8,572.96","6,119.77","4,939.06","8,180.19",529.30,129.20,464.59,472.20,630.70,370.81,110.29,548.24,250.51,145.00,107.51,216.30,255.70,102.81,239.55,246.19,281.63,219.58,83.74,268.95,198.83,119.32,82.18,180.00,292.59,166.31,281.91,284.40,308.18,265.18,147.53,302.20,245.27,183.56,146.04,237.13,136.88,67.03,131.73,132.90,153.92,121.20,58.00,143.27,106.63,75.32,57.46,100.31,1.36,0.69,1.27,1.31,1.46,1.19,0.62,1.37,1.06,0.76,0.61,1.01
42,66.94,36.26,63.50,69.34,56.18,68.63,26.88,106.76,52.36,51.32,13.95,70.70,178.74,103.59,171.51,173.54,151.84,176.52,80.43,259.78,141.37,140.84,44.48,181.70,"8,942.68","6,065.53","8,735.61","8,844.19","8,245.89","8,896.40","5,161.46","11,795.44","7,695.03","7,655.74","3,534.45","9,136.75",337.81,144.52,292.63,325.84,236.42,326.38,115.75,688.28,189.72,188.73,72.08,360.45,210.66,121.56,199.98,210.90,188.28,208.65,87.65,300.28,171.21,166.52,46.66,215.26,256.79,182.01,250.49,256.54,240.96,257.53,155.15,323.74,228.09,224.79,107.42,263.27,113.52,73.37,112.51,114.96,101.26,113.91,60.79,160.91,96.40,95.06,39.99,119.17,1.13,0.76,1.11,1.13,1.02,1.13,0.65,1.54,0.97,0.96,0.44,1.17
43,71.09,30.08,55.25,78.48,68.22,3.50,22.54,98.17,48.47,38.24,13.51,64.33,183.53,83.27,146.63,199.84,172.45,12.00,66.33,239.06,130.53,107.23,43.87,174.66,"9,306.65","5,455.39","7,987.25","9,765.31","8,902.14",400.00,"4,668.16","11,246.59","7,176.02","6,286.89","3,511.39","8,789.98",368.16,122.27,196.69,419.62,326.55,5.00,101.48,617.50,175.48,148.20,69.66,309.96,217.81,95.20,176.52,231.37,208.48,4.00,74.27,277.41,154.91,122.62,45.90,202.19,261.06,160.07,231.98,276.62,255.82,20.00,139.69,312.27,213.07,185.74,103.65,254.15,120.87,64.57,98.32,127.56,113.28,4.00,55.05,153.20,89.04,75.04,39.98,114.15,1.19,0.68,1.00,1.23,1.11,0.02,0.58,1.47,0.90,0.78,0.45,1.10
44,96.41,3.50,68.11,80.92,75.54,73.15,20.06,85.71,67.03,54.66,16.70,81.09,233.28,12.00,174.69,202.86,195.85,182.74,62.05,212.54,174.75,149.90,52.81,205.86,"10,893.70",400.00,"8,907.43","9,882.86","9,623.59","9,169.75","4,533.86","10,320.31","8,940.50","7,871.39","4,236.56","9,826.45",602.82,5.00,316.67,445.40,404.66,342.61,94.41,502.47,310.51,197.71,83.60,472.25,276.52,4.00,204.31,233.37,223.79,219.79,67.06,253.46,205.64,177.22,58.63,242.22,302.52,20.00,255.15,278.39,271.59,261.07,133.80,288.62,255.75,231.92,124.74,277.61,148.81,4.00,113.83,128.96,123.81,119.84,50.87,138.91,114.81,98.56,47.43,130.51,1.44,0.02,1.13,1.27,1.21,1.19,0.57,1.32,1.14,0.98,0.52,1.26
45,95.70,45.78,64.81,93.33,59.17,65.00,29.38,97.28,54.39,49.41,18.08,65.50,235.57,127.78,172.65,229.81,164.03,173.90,87.24,233.22,148.15,135.12,53.56,168.13,"11,011.39","7,110.92","8,897.59","10,781.50","8,325.75","8,694.25","5,440.45","10,935.16","7,960.10","7,384.55","4,137.74","8,822.68",612.04,170.14,319.54,573.03,244.04,296.24,125.04,593.45,196.28,184.47,85.31,307.61,275.96,149.23,203.58,266.48,188.36,202.24,95.80,272.21,178.99,159.23,59.43,199.58,308.08,208.48,253.30,302.75,242.68,256.35,162.48,304.71,233.46,220.13,127.57,254.27,147.41,86.89,111.36,146.65,104.80,114.51,65.59,149.28,99.07,91.69,48.21,112.22,1.44,0.89,1.11,1.40,1.06,1.12,0.69,1.42,0.98,0.92,0.52,1.11
46,82.00,44.97,74.84,67.80,78.19,66.66,23.30,116.56,63.59,52.10,28.37,72.64,208.31,124.00,186.47,174.24,199.30,171.33,68.77,280.02,167.59,142.15,83.25,184.37,"9,918.14","7,018.22","9,453.55","8,895.03","9,688.67","8,656.35","4,771.50","12,405.28","8,520.38","7,701.01","5,346.44","9,328.76",477.13,170.78,386.43,313.55,425.83,311.34,100.45,788.71,266.78,187.60,118.04,366.89,241.93,147.00,219.55,211.05,239.13,203.31,75.38,319.10,195.63,170.25,92.49,223.76,282.87,206.60,266.05,256.96,279.58,250.30,138.74,342.52,249.73,224.54,157.87,267.76,132.48,85.95,120.33,114.32,130.14,111.33,54.79,172.98,110.04,95.01,62.61,120.84,1.27,0.88,1.20,1.13,1.26,1.10,0.59,1.63,1.09,0.96,0.67,1.20
47,101.55,50.69,75.27,85.58,76.05,56.54,23.17,106.84,88.28,38.93,13.32,73.28,248.56,138.84,194.05,214.10,197.37,154.54,70.04,259.70,220.55,108.15,41.34,184.93,"11,388.82","7,454.66","9,604.37","10,210.01","9,639.97","8,052.56","4,811.31","11,755.98","10,541.28","6,336.14","3,412.03","9,270.88",644.65,185.57,394.08,485.18,403.70,216.49,103.39,701.52,513.52,152.57,66.35,358.03,285.85,164.38,223.86,253.53,230.75,183.49,77.80,299.40,255.06,127.73,44.01,220.37,313.66,221.70,268.20,290.24,271.05,239.31,141.53,321.16,291.22,189.59,101.26,262.85,158.87,93.65,126.02,138.12,124.48,102.91,56.19,161.84,140.22,77.43,38.76,122.57,1.49,0.94,1.22,1.33,1.22,1.01,0.61,1.54,1.36,0.79,0.42,1.18
48,86.11,39.14,58.85,90.23,83.09,65.83,29.51,104.79,66.64,41.48,27.60,74.75,209.55,110.67,155.76,224.05,211.38,171.64,83.48,250.43,171.87,114.82,77.44,192.10,"10,098.76","6,401.63","8,199.65","10,574.20","10,179.81","8,631.69","5,431.47","11,532.69","8,718.54","6,684.76","5,216.78","9,327.83",476.61,151.09,255.55,537.02,477.53,296.01,123.43,688.05,309.80,159.66,116.14,373.47,249.59,131.53,188.39,258.17,250.90,200.52,96.96,291.88,207.15,135.31,89.21,224.21,283.98,189.71,243.67,294.64,286.00,255.52,159.67,322.47,253.64,195.76,152.81,269.71,137.44,78.39,106.88,142.82,134.71,112.81,64.45,160.00,112.25,80.43,60.19,121.69,1.30,0.81,1.06,1.36,1.32,1.09,0.68,1.51,1.14,0.82,0.65,1.20
49,79.16,35.36,72.70,61.63,60.32,72.39,12.89,57.76,49.72,23.47,19.98,61.49,195.16,97.62,187.96,164.46,158.27,181.75,42.63,158.29,133.77,70.57,57.86,158.21,"9,635.81","5,912.95","9,362.55","8,431.31","8,187.65","9,234.59","3,283.46","8,277.15","7,325.63","4,824.28","4,411.02","8,406.08",440.77,136.29,358.13,284.99,246.83,353.05,66.81,210.98,182.58,105.34,90.01,234.57,232.24,114.91,220.46,196.27,189.84,215.57,43.83,183.78,158.71,81.13,62.28,191.67,273.69,176.80,264.06,248.29,243.49,262.96,101.87,239.94,216.31,146.37,130.00,243.52,128.36,72.32,120.55,107.48,103.21,119.82,36.92,105.16,91.41,56.01,49.30,107.41,1.25,0.74,1.19,1.08,1.04,1.18,0.42,1.03,0.92,0.61,0.54,1.04
50,76.40,41.00,3.50,60.79,58.60,48.38,26.96,85.54,40.18,45.21,13.79,83.37,194.94,114.03,12.00,165.62,158.30,132.89,79.66,210.89,109.68,123.61,45.43,206.40,"9,536.07","6,487.84",400.00,"8,440.66","8,451.99","7,202.37","5,120.67","10,062.89","6,412.47","6,929.55","3,619.48","9,995.68",420.98,156.82,5.00,244.35,247.53,177.70,113.05,489.73,154.25,169.04,71.54,478.84,228.97,131.87,4.00,189.70,194.38,154.15,86.71,247.81,129.37,148.38,46.51,239.83,274.17,190.80,20.00,242.44,242.03,215.38,152.20,285.51,189.71,204.17,105.46,281.66,125.01,78.59,4.00,106.66,107.28,88.74,59.68,135.08,78.44,85.33,40.73,131.90,1.23,0.81,0.02,1.06,1.03,0.90,0.65,1.32,0.81,0.86,0.45,1.30
51,96.24,48.36,77.09,88.94,67.62,67.37,24.61,114.32,58.61,55.40,26.92,79.87,232.21,133.58,196.61,216.20,181.63,174.84,73.73,271.35,153.04,150.00,78.85,200.21,"10,898.16","7,332.82","9,546.85","10,487.35","8,917.02","8,912.69","4,976.59","12,345.15","8,215.47","8,000.00","5,070.34","9,792.75",576.58,180.01,421.39,533.88,335.93,314.77,110.82,767.50,237.34,198.72,114.02,453.71,269.46,158.83,234.49,257.04,207.82,207.12,82.15,311.49,184.55,178.09,88.41,234.71,304.27,216.55,274.07,290.49,257.50,258.25,149.20,333.31,239.88,234.99,151.52,275.29,148.48,90.58,126.93,137.93,116.50,114.81,59.10,169.84,101.46,99.81,60.23,131.12,1.40,0.92,1.22,1.36,1.13,1.13,0.62,1.62,1.03,1.00,0.64,1.27
52,88.88,47.28,83.52,90.51,75.85,55.40,30.02,117.25,63.12,33.73,13.59,57.32,220.19,127.87,208.78,223.62,190.66,154.27,84.51,279.31,172.78,95.85,44.90,151.46,"10,425.25","7,121.41","10,251.93","10,387.04","9,448.12","8,000.00","5,503.49","12,363.11","8,672.51","5,883.11","3,530.67","8,232.21",519.98,174.56,485.46,516.27,393.25,200.00,122.76,793.53,296.20,136.24,72.33,225.79,252.03,154.45,244.98,259.38,226.50,180.00,98.58,320.33,200.20,109.82,46.98,180.89,293.30,211.20,286.01,291.49,265.58,238.12,162.93,340.05,250.12,171.59,106.68,239.94,139.85,88.84,133.81,139.97,121.99,101.21,63.81,175.30,111.81,71.32,40.75,100.25,1.34,0.89,1.31,1.34,1.20,1.01,0.68,1.64,1.11,0.74,0.44,1.03
53,67.57,44.54,61.19,88.26,84.03,79.78,27.59,83.22,55.27,37.60,19.57,69.75,172.34,123.70,167.30,219.21,211.44,198.98,77.77,208.03,148.54,108.27,57.84,176.84,"8,905.79","6,834.00","8,566.50","10,605.93","10,163.74","9,643.51","5,189.53","10,141.02","7,943.68","6,327.58","4,385.98","8,985.49",307.14,168.35,278.43,538.51,484.56,422.81,116.35,474.93,197.61,147.05,89.22,335.80,209.85,142.54,198.16,260.46,246.96,238.98,87.23,248.00,180.00,124.21,61.99,211.91,254.00,203.65,249.31,297.04,281.38,276.99,153.13,286.42,235.00,185.81,129.25,259.06,113.23,84.52,107.76,140.02,135.62,129.81,60.14,134.57,100.00,75.51,49.36,116.57,1.11,0.86,1.07,1.35,1.29,1.24,0.65,1.30,1.00,0.78,0.55,1.13
54,86.78,46.56,67.13,101.01,80.53,64.07,34.69,103.40,56.20,52.86,20.58,77.73,213.74,126.77,173.78,244.69,199.44,174.69,101.12,248.96,151.59,143.71,61.34,195.03,"10,337.27","7,086.93","8,990.08","11,527.06","9,752.71","8,841.31","5,927.63","11,688.59","8,187.64","7,694.86","4,477.17","9,544.02",500.48,172.53,306.05,662.20,438.56,291.41,137.55,671.13,222.12,189.59,93.52,412.49,252.20,148.23,209.74,285.75,239.74,202.09,117.37,290.87,182.25,169.37,68.20,229.14,285.17,205.89,258.37,316.48,278.79,255.90,175.98,319.86,241.49,227.37,134.92,276.48,137.08,87.67,116.01,155.23,130.29,111.53,71.72,157.23,104.17,95.81,51.58,126.17,1.33,0.88,1.13,1.50,1.25,1.12,0.75,1.53,1.02,0.97,0.56,1.25
55,85.56,35.54,69.84,92.08,62.86,46.45,24.97,93.19,65.94,39.82,14.31,71.37,219.22,102.26,178.79,225.80,168.22,126.79,75.61,227.45,175.58,113.60,47.72,183.70,"10,398.64","6,080.59","8,918.95","10,607.32","8,520.48","7,084.33","5,046.74","10,626.52","8,884.18","6,507.38","3,740.22","9,294.71",515.28,142.01,341.95,551.05,273.67,173.38,108.75,568.44,324.80,152.97,73.84,372.22,255.29,118.29,208.68,261.63,199.13,153.37,83.97,265.98,208.61,130.66,49.79,222.07,288.83,177.70,258.99,294.77,248.86,211.23,147.79,302.26,255.49,191.89,112.19,262.12,136.43,74.00,115.84,142.30,108.72,88.00,58.66,143.98,112.06,78.50,42.63,120.00,1.31,0.76,1.13,1.39,1.07,0.89,0.63,1.39,1.11,0.81,0.48,1.18
56,79.69,43.45,85.18,82.94,82.94,56.26,25.02,86.71,47.19,41.27,14.96,64.20,205.07,119.66,208.17,209.11,205.57,150.00,75.35,217.15,127.96,113.62,48.00,168.02,"9,883.19","6,696.31","10,042.93","9,998.18","9,950.56","8,000.00","4,948.20","10,316.43","7,210.24","6,630.87","3,853.81","8,690.92",454.40,163.69,470.39,464.03,473.90,218.43,111.75,506.83,176.28,157.83,77.07,299.20,236.29,141.00,251.46,238.61,245.07,182.85,84.45,258.71,153.99,135.92,50.77,201.07,277.68,200.02,283.74,281.61,285.14,238.19,148.62,293.11,209.20,192.93,115.52,249.30,131.50,82.25,135.73,130.88,131.98,102.95,59.56,140.10,88.59,81.29,43.93,110.99,1.24,0.85,1.32,1.29,1.31,1.01,0.62,1.34,0.89,0.83,0.49,1.09
57,72.81,36.49,58.47,75.88,67.18,3.50,22.07,80.05,45.33,36.60,15.54,83.50,182.01,101.91,151.52,198.88,171.84,12.00,67.66,201.78,125.05,105.64,50.15,210.22,"9,159.57","6,164.10","8,243.30","9,716.41","8,981.51",400.00,"4,660.55","9,689.47","7,121.81","6,123.76","4,001.52","10,125.45",339.81,141.87,225.22,422.96,311.40,5.00,97.40,423.94,173.09,145.09,83.03,486.29,214.13,118.86,184.82,228.59,204.93,4.00,71.26,234.76,149.49,122.79,52.76,245.82,261.42,179.78,238.14,272.36,258.33,20.00,136.42,273.94,208.53,182.48,122.99,284.40,118.48,73.33,101.63,125.90,116.04,4.00,52.76,128.07,87.00,75.11,45.23,135.06,1.17,0.76,1.03,1.25,1.13,0.02,0.59,1.26,0.88,0.78,0.52,1.33
58,88.15,48.00,88.16,99.44,77.93,69.06,26.28,123.53,69.43,45.79,22.64,89.84,224.57,130.07,220.08,240.55,194.75,177.17,78.21,293.62,174.96,126.07,64.72,222.95,"10,531.85","7,312.12","10,255.79","11,231.57","9,623.63","9,090.85","5,022.08","12,825.45","8,895.85","6,978.15","4,666.75","10,480.60",524.45,178.64,522.68,639.30,430.86,333.53,113.55,862.71,313.80,172.09,101.26,523.89,259.45,154.05,255.14,283.70,231.43,215.01,86.46,338.19,210.45,150.16,71.79,257.10,294.89,211.30,288.69,307.85,275.78,257.64,150.23,351.41,257.09,205.23,137.98,296.32,140.23,90.18,137.28,151.47,125.86,115.43,59.98,182.02,115.66,85.83,53.03,142.67,1.35,0.90,1.32,1.45,1.23,1.15,0.64,1.71,1.14,0.89,0.58,1.36
59,92.93,3.50,76.95,86.73,85.37,51.40,23.13,103.72,75.07,52.81,15.49,74.07,231.61,12.00,195.45,218.06,210.21,139.59,71.57,250.48,195.08,142.53,50.00,189.93,"10,821.85",400.00,"9,389.80","10,297.59","10,274.70","7,561.87","4,832.95","11,607.22","9,590.64","7,671.26","3,974.05","9,413.07",575.58,5.00,392.29,502.71,490.28,186.14,106.01,685.25,424.69,190.16,80.00,375.69,272.14,4.00,225.79,251.73,246.30,166.84,78.79,290.22,225.78,167.63,52.00,225.03,304.69,20.00,271.57,288.76,287.37,221.25,142.85,320.06,274.58,224.62,120.00,266.59,145.16,4.00,125.73,138.09,136.19,95.15,55.78,158.32,126.01,95.46,44.50,119.65,1.40,0.02,1.21,1.34,1.29,0.95,0.60,1.50,1.22,0.96,0.49,1.18
60,107.44,45.91,78.25,82.54,79.61,72.01,27.56,90.13,51.80,58.35,22.58,77.79,260.89,123.65,204.07,203.82,202.44,186.54,79.34,226.63,142.07,152.84,66.29,199.28,"11,836.25","6,953.51","9,747.79","9,890.84","9,808.91","9,171.62","5,175.33","10,794.06","7,731.75","8,274.56","4,653.06","9,697.61",704.61,170.88,453.17,467.64,460.75,357.23,117.45,548.56,190.15,238.40,101.13,436.62,298.31,147.29,235.05,237.64,239.06,219.73,92.79,266.58,169.48,189.96,74.75,237.84,322.59,205.37,277.37,279.34,282.34,264.16,156.12,297.50,228.38,240.83,140.70,275.26,163.79,86.31,127.61,132.46,130.18,119.40,63.02,145.53,96.56,104.02,54.96,128.80,1.55,0.88,1.25,1.27,1.27,1.15,0.66,1.37,0.96,1.05,0.58,1.24
61,75.01,46.84,80.26,89.25,91.04,68.79,26.20,91.83,67.39,60.44,3.50,91.98,185.26,126.88,200.36,216.90,218.43,182.63,77.49,228.14,175.48,155.93,12.00,223.99,"9,207.76","7,190.05","9,887.14","10,546.07","10,455.97","9,006.71","5,025.56","10,575.73","8,787.48","8,282.70",400.00,"10,776.29",385.72,176.17,431.59,532.80,547.65,327.64,113.81,550.69,333.93,250.05,5.00,552.48,220.70,150.75,240.25,252.64,255.80,217.17,87.48,260.29,209.16,187.31,4.00,262.51,264.63,211.56,280.99,289.23,295.38,260.07,152.60,294.88,253.99,243.52,20.00,298.44,120.57,88.96,128.93,139.21,141.22,117.74,59.81,141.62,113.24,105.35,4.00,143.93,1.17,0.90,1.25,1.36,1.36,1.15,0.63,1.37,1.14,1.02,0.02,1.40
62,88.73,62.76,87.95,89.84,94.25,91.46,25.85,102.44,85.06,58.57,20.60,83.70,221.13,162.56,219.77,217.85,229.61,228.79,76.58,251.91,211.11,153.62,60.72,205.87,"10,572.60","8,545.52","10,531.20","10,506.00","10,849.17","10,635.51","5,049.18","11,569.55","10,339.40","8,146.02","4,513.21","10,069.06",542.28,264.83,525.60,533.16,573.93,566.41,111.37,673.83,490.53,209.58,95.13,460.07,263.54,193.92,257.78,259.67,272.08,261.70,85.25,293.27,247.77,188.99,67.84,243.65,295.35,250.23,291.03,293.26,299.18,300.02,149.40,316.62,288.81,240.73,133.76,281.59,141.37,110.34,140.59,140.01,147.51,144.44,59.93,156.14,137.18,102.66,51.78,132.81,1.38,1.09,1.36,1.34,1.41,1.39,0.63,1.49,1.32,1.02,0.56,1.30
63,86.93,50.12,66.50,81.74,88.27,62.30,16.23,89.69,61.67,37.44,15.07,60.92,218.12,138.03,171.59,208.35,222.93,162.96,52.26,227.64,161.85,103.10,48.71,161.50,"10,214.98","7,499.97","8,936.39","9,901.39","10,320.71","8,544.98","4,179.88","10,539.75","8,555.54","6,125.93","3,948.07","8,335.85",514.09,184.07,304.87,483.90,519.50,276.51,82.49,541.53,271.48,143.64,79.93,269.51,248.56,163.72,210.65,247.20,257.73,193.58,57.24,263.55,196.31,120.41,50.87,196.27,290.04,222.62,255.01,281.21,295.16,250.15,125.46,296.44,248.48,181.74,118.31,242.68,138.98,94.19,115.91,131.93,139.01,111.23,47.43,144.09,109.03,75.51,44.86,107.28,1.32,0.94,1.12,1.28,1.35,1.07,0.51,1.37,1.07,0.77,0.49,1.05
